Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
588,335,118,5,4.5,3.5,9.44,1,0.93
589,331,115,5,4.5,3.5,9.36,1,0.93
590,324,112,5,5,5,9.08,1,0.88
591,324,111,5,4.5,4,9.16,1,0.9
592,323,110,5,4,5,8.98,1,0.87
593,322,114,5,4.5,4,8.94,1,0.86
594,336,118,5,4.5,5,9.53,1,0.94
595,316,109,3,3.5,3,8.76,0,0.77
596,307,107,2,3,3.5,8.52,1,0.78
597,306,105,2,3,2.5,8.26,0,0.73
598,310,106,2,3.5,2.5,8.33,0,0.73
599,311,104,3,4.5,4.5,8.43,0,0.7
600,313,107,3,4,4.5,8.69,0,0.72
601,317,103,3,2.5,3,8.54,1,0.73
602,315,110,2,3.5,3,8.46,1,0.72
603,340,120,5,4.5,4.5,9.91,1,0.97
604,334,120,5,4,5,9.87,1,0.97
605,298,105,3,3.5,4,8.54,0,0.69
606,295,99,2,2.5,3,7.65,0,0.57
607,315,99,2,3.5,3,7.89,0,0.63
608,310,102,3,3.5,4,8.02,1,0.66
609,305,106,2,3,3,8.16,0,0.64
610,301,104,3,3.5,4,8.12,1,0.68
611,325,108,4,4.5,4,9.06,1,0.79
612,328,110,4,5,4,9.14,1,0.82
613,338,120,4,5,5,9.66,1,0.95
614,333,119,5,5,4.5,9.78,1,0.96
615,331,117,4,4.5,5,9.42,1,0.94
616,330,116,5,5,4.5,9.36,1,0.93
617,322,112,4,4.5,4.5,9.26,1,0.91
618,321,109,4,4,4,9.13,1,0.85
619,324,110,4,3,3.5,8.97,1,0.84
620,312,104,3,3.5,3.5,8.42,0,0.74
621,313,103,3,4,4,8.75,0,0.76
622,316,110,3,3.5,4,8.56,0,0.75
623,324,113,4,4.5,4,8.79,0,0.76
624,308,109,2,3,4,8.45,0,0.71
625,305,105,2,3,2,8.23,0,0.67
626,296,99,2,2.5,2.5,8.03,0,0.61
627,306,110,2,3.5,4,8.45,0,0.63
628,312,110,2,3.5,3,8.53,0,0.64
629,318,112,3,4,3.5,8.67,0,0.71
630,324,111,4,3,3,9.01,1,0.82
631,313,104,3,4,4.5,8.65,0,0.73
632,319,106,3,3.5,2.5,8.33,1,0.74
633,312,107,2,2.5,3.5,8.27,0,0.69
634,304,100,2,2.5,3.5,8.07,0,0.64
635,330,113,5,5,4,9.31,1,0.91
636,326,111,5,4.5,4,9.23,1,0.88
637,325,112,4,4,4.5,9.17,1,0.85
638,329,114,5,4.5,5,9.19,1,0.86
639,310,104,3,2,3.5,8.37,0,0.7
640,299,100,1,1.5,2,7.89,0,0.59
641,296,101,1,2.5,3,7.68,0,0.6
642,317,103,2,2.5,2,8.15,0,0.65
643,324,115,3,3.5,3,8.76,1,0.7
644,325,114,3,3.5,3,9.04,1,0.76
645,314,107,2,2.5,4,8.56,0,0.63
646,328,110,4,4,2.5,9.02,1,0.81
647,316,105,3,3,3.5,8.73,0,0.72
648,311,104,2,2.5,3.5,8.48,0,0.71
649,324,110,3,3.5,4,8.87,1,0.8
650,321,111,3,3.5,4,8.83,1,0.77
651,320,104,3,3,2.5,8.57,1,0.74
652,316,99,2,2.5,3,9,0,0.7
653,318,100,2,2.5,3.5,8.54,1,0.71
654,335,115,4,4.5,4.5,9.68,1,0.93
655,321,114,4,4,5,9.12,0,0.85
656,307,110,4,4,4.5,8.37,0,0.79
657,309,99,3,4,4,8.56,0,0.76
658,324,100,3,4,5,8.64,1,0.78
659,326,102,4,5,5,8.76,1,0.77
660,331,119,4,5,4.5,9.34,1,0.9
661,327,108,5,5,3.5,9.13,1,0.87
662,312,104,3,3.5,4,8.09,0,0.71
663,308,103,2,2.5,4,8.36,1,0.7
664,324,111,3,2.5,1.5,8.79,1,0.7
665,325,110,2,3,2.5,8.76,1,0.75
666,313,102,3,2.5,2.5,8.68,0,0.71
667,312,105,2,2,2.5,8.45,0,0.72
668,314,107,3,3,3.5,8.17,1,0.73
669,327,113,4,4.5,5,9.14,0,0.83
670,308,108,4,4.5,5,8.34,0,0.77
671,306,105,2,2.5,3,8.22,1,0.72
672,299,96,2,1.5,2,7.86,0,0.54
673,294,95,1,1.5,1.5,7.64,0,0.49
674,312,99,1,1,1.5,8.01,1,0.52
675,315,100,1,2,2.5,7.95,0,0.58
676,322,110,3,3.5,3,8.96,1,0.78
677,329,113,5,5,4.5,9.45,1,0.89
678,320,101,2,2.5,3,8.62,0,0.7
679,308,103,2,3,3.5,8.49,0,0.66
680,304,102,2,3,4,8.73,0,0.67
681,311,102,3,4.5,4,8.64,1,0.68
682,317,110,3,4,4.5,9.11,1,0.8
683,312,106,3,4,3.5,8.79,1,0.81
684,321,111,3,2.5,3,8.9,1,0.8
685,340,112,4,5,4.5,9.66,1,0.94
686,331,116,5,4,4,9.26,1,0.93
687,336,118,5,4.5,4,9.19,1,0.92
688,324,114,5,5,4.5,9.08,1,0.89
689,314,104,4,5,5,9.02,0,0.82
690,313,109,3,4,3.5,9,0,0.79
691,307,105,2,2.5,3,7.65,0,0.58
692,300,102,2,1.5,2,7.87,0,0.56
693,302,99,2,1,2,7.97,0,0.56
694,312,98,1,3.5,3,8.18,1,0.64
695,316,101,2,2.5,2,8.32,1,0.61
696,317,100,2,3,2.5,8.57,0,0.68
697,310,107,3,3.5,3.5,8.67,0,0.76
698,320,120,3,4,4.5,9.11,0,0.86
699,330,114,3,4.5,4.5,9.24,1,0.9
700,305,112,3,3,3.5,8.65,0,0.71
701,309,106,2,2.5,2.5,8,0,0.62
702,319,108,2,2.5,3,8.76,0,0.66
703,322,105,2,3,3,8.45,1,0.65
704,323,107,3,3.5,3.5,8.55,1,0.73
705,313,106,2,2.5,2,8.43,0,0.62
706,321,109,3,3.5,3.5,8.8,1,0.74
707,323,110,3,4,3.5,9.1,1,0.79
708,325,112,4,4,4,9,1,0.8
709,312,108,3,3.5,3,8.53,0,0.69
710,308,110,4,3.5,3,8.6,0,0.7
711,320,104,3,3,3.5,8.74,1,0.76
712,328,108,4,4.5,4,9.18,1,0.84
713,311,107,4,4.5,4.5,9,1,0.78
714,301,100,3,3.5,3,8.04,0,0.67
715,305,105,2,3,4,8.13,0,0.66
716,308,104,2,2.5,3,8.07,0,0.65
717,298,101,2,1.5,2,7.86,0,0.54
718,300,99,1,1,2.5,8.01,0,0.58
719,324,111,3,2.5,2,8.8,1,0.79
720,327,113,4,3.5,3,8.69,1,0.8
721,317,106,3,4,3.5,8.5,1,0.75
722,323,104,3,4,4,8.44,1,0.73
723,314,107,2,2.5,4,8.27,0,0.72
724,305,102,2,2,2.5,8.18,0,0.62
725,315,104,3,3,2.5,8.33,0,0.67
726,326,116,3,3.5,4,9.14,1,0.81
727,299,100,3,2,2,8.02,0,0.63
728,295,101,2,2.5,2,7.86,0,0.69
729,324,112,4,4,3.5,8.77,1,0.8
730,297,96,2,2.5,1.5,7.89,0,0.43
731,327,113,3,3.5,3,8.66,1,0.8
732,311,105,2,3,2,8.12,1,0.73
733,308,106,3,3.5,2.5,8.21,1,0.75
734,319,108,3,3,3.5,8.54,1,0.71
735,312,107,4,4.5,4,8.65,1,0.73
736,325,111,4,4,4.5,9.11,1,0.83
737,319,110,3,3,2.5,8.79,0,0.72
738,332,118,5,5,5,9.47,1,0.94
739,323,108,5,4,4,8.74,1,0.81
740,324,107,5,3.5,4,8.66,1,0.81
741,312,107,3,3,3,8.46,1,0.75
742,326,110,3,3.5,3.5,8.76,1,0.79
743,308,106,3,3,3,8.24,0,0.58
744,305,103,2,2.5,3.5,8.13,0,0.59
745,295,96,2,1.5,2,7.34,0,0.47
746,316,98,1,1.5,2,7.43,0,0.49
747,304,97,2,1.5,2,7.64,0,0.47
748,299,94,1,1,1,7.34,0,0.42
749,302,99,1,2,2,7.25,0,0.57
750,313,101,3,2.5,3,8.04,0,0.62
751,318,107,3,3,3.5,8.27,1,0.74
752,325,110,4,3.5,4,8.67,1,0.73
753,303,100,2,3,3.5,8.06,1,0.64
754,300,102,3,3.5,2.5,8.17,0,0.63
755,297,98,2,2.5,3,7.67,0,0.59
756,317,106,2,2,3.5,8.12,0,0.73
757,327,109,3,3.5,4,8.77,1,0.79
758,301,104,2,3.5,3.5,7.89,1,0.68
759,314,105,2,2.5,2,7.64,0,0.7
760,321,107,2,2,1.5,8.44,0,0.81
761,322,110,3,4,5,8.64,1,0.85
762,334,116,4,4,3.5,9.54,1,0.93
763,338,115,5,4.5,5,9.23,1,0.91
764,306,103,2,2.5,3,8.36,0,0.69
765,313,102,3,3.5,4,8.9,1,0.77
766,330,114,4,4.5,3,9.17,1,0.86
767,320,104,3,3.5,4.5,8.34,1,0.74
768,311,98,1,1,2.5,7.46,0,0.57
769,298,92,1,2,2,7.88,0,0.51
770,301,98,1,2,3,8.03,1,0.67
771,310,103,2,2.5,2.5,8.24,0,0.72
772,324,110,3,3.5,3,9.22,1,0.89
773,336,119,4,4.5,4,9.62,1,0.95
774,321,109,3,3,3,8.54,1,0.79
775,315,105,2,2,2.5,7.65,0,0.39
776,304,101,2,2,2.5,7.66,0,0.38
777,297,96,2,2.5,2,7.43,0,0.34
778,290,100,1,1.5,2,7.56,0,0.47
779,303,98,1,2,2.5,7.65,0,0.56
780,311,99,1,2.5,3,8.43,1,0.71
781,322,104,3,3.5,4,8.84,1,0.78
782,319,105,3,3,3.5,8.67,1,0.73
783,324,110,4,4.5,4,9.15,1,0.82
784,300,100,3,3,3.5,8.26,0,0.62
785,340,113,4,5,5,9.74,1,0.96
786,335,117,5,5,5,9.82,1,0.96
787,302,101,2,2.5,3.5,7.96,0,0.46
788,307,105,2,2,3.5,8.1,0,0.53
789,296,97,2,1.5,2,7.8,0,0.49
790,320,108,3,3.5,4,8.44,1,0.76
791,314,102,2,2,2.5,8.24,0,0.64
792,318,106,3,2,3,8.65,0,0.71
793,326,112,4,4,3.5,9.12,1,0.84
794,317,104,2,3,3,8.76,0,0.77
795,329,111,4,4.5,4,9.23,1,0.89
796,324,110,3,3.5,3.5,9.04,1,0.82
797,325,107,3,3,3.5,9.11,1,0.84
798,330,116,4,5,4.5,9.45,1,0.91
799,312,103,3,3.5,4,8.78,0,0.67
800,333,117,4,5,4,9.66,1,0.95
801,304,100,2,3.5,3,8.22,0,0.63
802,315,105,2,3,3,8.34,0,0.66
803,324,109,3,3.5,3,8.94,1,0.78
804,330,116,4,4,3.5,9.23,1,0.91
805,311,101,3,2,2.5,7.64,1,0.62
806,302,99,3,2.5,3,7.45,0,0.52
807,322,103,4,3,2.5,8.02,1,0.61
808,298,100,3,2.5,4,7.95,1,0.58
809,297,101,3,2,4,7.67,1,0.57
810,300,98,1,2,2.5,8.02,0,0.61
811,301,96,1,3,4,7.56,0,0.54
812,313,94,2,2.5,1.5,8.13,0,0.56
813,314,102,4,2.5,2,7.88,1,0.59
814,317,101,3,3,2,7.94,1,0.49
815,321,110,4,3.5,4,8.35,1,0.72
816,327,106,4,4,4.5,8.75,1,0.76
817,315,104,3,4,2.5,8.1,0,0.65
818,316,103,3,3.5,2,7.68,0,0.52
819,309,111,2,2.5,4,8.03,0,0.6
820,308,102,2,2,3.5,7.98,1,0.58
821,299,100,3,2,3,7.42,0,0.42
822,321,112,3,3,4.5,8.95,1,0.77
823,322,112,4,3.5,2.5,9.02,1,0.73
824,334,119,5,4.5,5,9.54,1,0.94
825,325,114,5,4,5,9.46,1,0.91
826,323,111,5,4,5,9.86,1,0.92
827,312,106,3,3,5,8.57,0,0.71
828,310,101,3,3.5,5,8.65,1,0.71
829,316,103,2,2,4.5,8.74,0,0.69
830,340,115,5,5,4.5,9.06,1,0.95
831,311,104,3,4,3.5,8.13,1,0.74
832,320,112,2,3.5,3.5,8.78,1,0.73
833,324,112,4,4.5,4,9.22,1,0.86
834,316,111,4,4,5,8.54,0,0.71
835,306,103,3,3.5,3,8.21,0,0.64
836,309,105,2,2.5,4,7.68,0,0.55
837,310,110,1,1.5,4,7.23,1,0.58
838,317,106,1,1.5,3.5,7.65,1,0.61
839,318,110,1,2.5,3.5,8.54,1,0.67
840,312,105,2,1.5,3,8.46,0,0.66
841,305,104,2,2.5,1.5,7.79,0,0.53
842,332,112,1,1.5,3,8.66,1,0.79
843,331,116,4,4.5,4.5,9.44,1,0.92
844,321,114,5,4.5,4.5,9.16,1,0.87
845,324,113,5,4,5,9.25,1,0.92
846,328,116,5,4.5,5,9.08,1,0.91
847,327,118,4,5,5,9.67,1,0.93
848,320,108,3,3.5,5,8.97,1,0.84
849,312,109,2,2.5,4,9.02,0,0.8
850,315,101,3,3.5,4.5,9.13,0,0.79
851,320,112,4,3,4.5,8.86,1,0.82
852,324,113,4,4.5,4.5,9.25,1,0.89
853,328,116,4,5,3.5,9.6,1,0.93
854,319,103,3,2.5,4,8.76,1,0.73
855,310,105,2,3,3.5,8.01,0,0.71
856,305,102,2,1.5,2.5,7.64,0,0.59
857,299,100,2,2,2,7.88,0,0.51
858,295,99,1,2,1.5,7.57,0,0.37
859,312,100,1,3,3,8.53,1,0.69
860,329,113,4,4,3.5,9.36,1,0.89
861,319,105,4,4,4.5,8.66,1,0.77
862,301,102,3,2.5,2,8.13,1,0.68
863,307,105,4,3,3,7.94,0,0.62
864,304,107,3,3.5,3,7.86,0,0.57
865,298,97,2,2,3,7.21,0,0.45
866,305,96,4,3,4.5,8.26,0,0.54
867,314,99,4,3.5,4.5,8.73,1,0.71
868,318,101,5,3.5,5,8.78,1,0.78
869,323,110,4,4,5,8.88,1,0.81
870,326,114,4,4,3.5,9.16,1,0.86
871,320,110,5,4,4,9.27,1,0.87
872,311,103,3,2,4,8.09,0,0.64
873,327,116,4,4,4.5,9.48,1,0.9
874,316,102,2,4,3.5,8.15,0,0.67
875,308,105,4,3,2.5,7.95,1,0.67
876,300,101,3,3.5,2.5,7.88,0,0.59
877,304,104,3,2.5,2,8.12,0,0.62
878,309,105,4,3.5,2,8.18,0,0.65
879,318,103,3,4,4.5,8.49,1,0.71
880,325,110,4,4.5,4,8.96,1,0.79
881,321,102,3,3.5,4,9.01,1,0.8
882,323,107,4,3,2.5,8.48,1,0.78
883,328,113,4,4,2.5,8.77,1,0.83
884,304,103,5,5,3,7.92,0,0.71
885,317,106,3,3.5,3,7.89,1,0.73
886,311,101,2,2.5,3.5,8.34,1,0.7
887,319,102,3,2.5,2.5,8.37,0,0.68
888,327,115,4,3.5,4,9.14,0,0.79
889,322,112,3,3,4,8.62,1,0.76
890,302,110,3,4,4.5,8.5,0,0.65
891,307,105,2,2.5,4.5,8.12,1,0.67
892,297,99,4,3,3.5,7.81,0,0.54
893,298,101,4,2.5,4.5,7.69,1,0.53
894,300,95,2,3,1.5,8.22,1,0.62
895,301,99,3,2.5,2,8.45,1,0.68
896,332,108,5,4.5,4,9.02,1,0.87
897,337,117,5,5,5,9.87,1,0.96
898,330,120,5,4.5,5,9.56,1,0.93
899,312,103,4,4,5,8.43,0,0.73
900,327,113,4,4.5,4.5,9.04,0,0.84
901,337,118,4,4.5,4.5,9.65,1,0.92
902,324,107,4,4,4.5,8.87,1,0.76
903,316,104,3,3,3.5,8,1,0.72
904,322,110,3,3.5,2.5,8.67,1,0.8
905,314,103,2,2,3,8.21,0,0.65
906,330,115,5,4.5,3,9.34,1,0.9
907,321,109,3,3,4,8.2,1,0.75
908,308,101,2,3,4,7.9,0,0.68
909,302,102,1,2,1.5,8,0,0.5
910,323,108,3,3.5,3,8.6,0,0.45
911,325,106,3,3.5,4,8.4,1,0.52
912,327,111,4,4,4.5,9,1,0.84
913,328,112,4,4,4.5,9.1,1,0.78
914,307,109,3,4,3,8,1,0.62
915,311,104,3,3.5,2,8.2,1,0.61
916,314,105,3,3.5,2.5,8.3,0,0.54
917,317,107,3,4,3,8.7,0,0.66
918,319,106,3,4,3,8,1,0.65
919,318,110,3,4,3,8.8,0,0.63
920,303,102,3,3.5,3,8.5,0,0.62
921,312,107,3,3,2,7.9,1,0.64
922,325,114,4,3,2,8.4,0,0.7
923,328,116,5,5,5,9.5,1,0.94
924,334,119,5,5,4.5,9.7,1,0.95
925,336,119,5,4,3.5,9.8,1,0.97
926,340,120,5,4.5,4.5,9.6,1,0.94
927,322,109,5,4.5,3.5,8.8,0,0.76
928,298,98,2,1.5,2.5,7.5,1,0.44
929,295,93,1,2,2,7.2,0,0.46
930,310,99,2,1.5,2,7.3,0,0.54
931,300,97,2,3,3,8.1,1,0.65
932,327,103,3,4,4,8.3,1,0.74
933,338,118,4,3,4.5,9.4,1,0.91
934,340,114,5,4,4,9.6,1,0.9
935,331,112,5,4,5,9.8,1,0.94
936,320,110,5,5,5,9.2,1,0.88
937,299,106,2,4,4,8.4,0,0.64
938,300,105,1,1,2,7.8,0,0.58
939,304,105,1,3,1.5,7.5,0,0.52
940,307,108,2,4,3.5,7.7,0,0.48
941,308,110,3,3.5,3,8,1,0.46
942,316,105,2,2.5,2.5,8.2,1,0.49
943,313,107,2,2.5,2,8.5,1,0.53
944,332,117,4,4.5,4,9.1,0,0.87
945,326,113,5,4.5,4,9.4,1,0.91
946,322,110,5,5,4,9.1,1,0.88
947,329,114,5,4,5,9.3,1,0.86
948,339,119,5,4.5,4,9.7,0,0.89
949,321,110,3,3.5,5,8.85,1,0.82
950,327,111,4,3,4,8.4,1,0.78
951,313,98,3,2.5,4.5,8.3,1,0.76
952,312,100,2,1.5,3.5,7.9,1,0.56
953,334,116,4,4,3,8,1,0.78
954,324,112,4,4,2.5,8.1,1,0.72
955,322,110,3,3,3.5,8,0,0.7
956,320,103,3,3,3,7.7,0,0.64
957,316,102,3,2,3,7.4,0,0.64
958,298,99,2,4,2,7.6,0,0.46
959,300,99,1,3,2,6.8,1,0.36
960,311,104,2,2,2,8.3,0,0.42
961,309,100,2,3,3,8.1,0,0.48
962,307,101,3,4,3,8.2,0,0.47
963,304,105,2,3,3,8.2,1,0.54
964,315,107,2,4,3,8.5,1,0.56
965,325,111,3,3,3.5,8.7,0,0.52
966,325,112,4,3.5,3.5,8.92,0,0.55
967,327,114,3,3,3,9.02,0,0.61
968,316,107,2,3.5,3.5,8.64,1,0.57
969,318,109,3,3.5,4,9.22,1,0.68
970,328,115,4,4.5,4,9.16,1,0.78
971,332,118,5,5,5,9.64,1,0.94
972,336,112,5,5,5,9.76,1,0.96
973,321,111,5,5,5,9.45,1,0.93
974,314,108,4,4.5,4,9.04,1,0.84
975,314,106,3,3,5,8.9,0,0.74
976,329,114,2,2,4,8.56,1,0.72
977,327,112,3,3,3,8.72,1,0.74
978,301,99,2,3,2,8.22,0,0.64
979,296,95,2,3,2,7.54,1,0.44
980,294,93,1,1.5,2,7.36,0,0.46
981,312,105,3,2,3,8.02,1,0.5
982,340,120,4,5,5,9.5,1,0.96
983,320,110,5,5,4.5,9.22,1,0.92
984,322,115,5,4,4.5,9.36,1,0.92
985,340,115,5,4.5,4.5,9.45,1,0.94
986,319,103,4,4.5,3.5,8.66,0,0.76
987,315,106,3,4.5,3.5,8.42,0,0.72
988,317,107,2,3.5,3,8.28,0,0.66
989,314,108,3,4.5,3.5,8.14,0,0.64
990,316,109,4,4.5,3.5,8.76,1,0.74
991,318,106,2,4,4,7.92,1,0.64
992,299,97,3,5,3.5,7.66,0,0.38
993,298,98,2,4,3,8.03,0,0.34
994,301,97,2,3,3,7.88,1,0.44
995,303,99,3,2,2.5,7.66,0,0.36
996,304,100,4,1.5,2.5,7.84,0,0.42
997,306,100,2,3,3,8,0,0.48
998,331,120,3,4,4,8.96,1,0.86
999,332,119,4,5,4.5,9.24,1,0.9
1000,323,113,3,4,4,8.88,1,0.79
1001,322,107,3,3.5,3.5,8.46,1,0.71
1002,312,105,2,2.5,3,8.12,0,0.64
1003,314,106,2,4,3.5,8.25,0,0.62
1004,317,104,2,4.5,4,8.47,0,0.57
1005,326,112,3,3.5,3,9.05,1,0.74
1006,316,110,3,4,4.5,8.78,1,0.69
1007,329,111,4,4.5,4.5,9.18,1,0.87
1008,338,117,4,3.5,4.5,9.46,1,0.91
1009,331,116,5,5,5,9.38,1,0.93
1010,304,103,5,5,4,8.64,0,0.68
1011,305,108,5,3,3,8.48,0,0.61
1012,321,109,4,4,4,8.68,1,0.69
1013,301,107,3,3.5,3.5,8.34,1,0.62
1014,320,110,2,4,3.5,8.56,0,0.72
1015,311,105,3,3.5,3,8.45,1,0.59
1016,310,106,4,4.5,4.5,9.04,1,0.66
1017,299,102,3,4,3.5,8.62,0,0.56
1018,290,104,4,2,2.5,7.46,0,0.45
1019,296,99,2,3,3.5,7.28,0,0.47
1020,327,104,5,3,3.5,8.84,1,0.71
1021,335,117,5,5,5,9.56,1,0.94
1022,334,119,5,4.5,4.5,9.48,1,0.94
1023,310,106,4,1.5,2.5,8.36,0,0.57
1024,308,108,3,3.5,3.5,8.22,0,0.61
1025,301,106,4,2.5,3,8.47,0,0.57
1026,300,100,3,2,3,8.66,1,0.64
1027,323,113,3,4,3,9.32,1,0.85
1028,319,112,3,2.5,2,8.71,1,0.78
1029,326,112,3,3.5,3,9.1,1,0.84
1030,333,118,5,5,5,9.35,1,0.92
1031,339,114,5,4,4.5,9.76,1,0.96
1032,303,105,5,5,4.5,8.65,0,0.77
1033,309,105,5,3.5,3.5,8.56,0,0.71
1034,323,112,5,4,4.5,8.78,0,0.79
1035,333,113,5,4,4,9.28,1,0.89
1036,314,109,4,3.5,4,8.77,1,0.82
1037,312,103,3,5,4,8.45,0,0.76
1038,316,100,2,1.5,3,8.16,1,0.71
1039,326,116,2,4.5,3,9.08,1,0.8
1040,318,109,1,3.5,3.5,9.12,0,0.78
1041,329,110,2,4,3,9.15,1,0.84
1042,332,118,2,4.5,3.5,9.36,1,0.9
1043,331,115,5,4,3.5,9.44,1,0.92
1044,340,120,4,4.5,4,9.92,1,0.97
1045,325,112,2,3,3.5,8.96,1,0.8
1046,320,113,2,2,2.5,8.64,1,0.81
1047,315,105,3,2,2.5,8.48,0,0.75
1048,326,114,3,3,3,9.11,1,0.83
1049,339,116,4,4,3.5,9.8,1,0.96
1050,311,106,2,3.5,3,8.26,1,0.79
1051,334,114,4,4,4,9.43,1,0.93
1052,332,116,5,5,5,9.28,1,0.94
1053,321,112,5,5,5,9.06,1,0.86
1054,324,105,3,3,4,8.75,0,0.79
1055,326,108,3,3,3.5,8.89,0,0.8
1056,312,109,3,3,3,8.69,0,0.77
1057,315,105,3,2,2.5,8.34,0,0.7
1058,309,104,2,2,2.5,8.26,0,0.65
1059,306,106,2,2,2.5,8.14,0,0.61
1060,297,100,1,1.5,2,7.9,0,0.52
1061,315,103,1,1.5,2,7.86,0,0.57
1062,298,99,1,1.5,3,7.46,0,0.53
1063,318,109,3,3,3,8.5,0,0.67
1064,317,105,3,3.5,3,8.56,0,0.68
1065,329,111,4,4.5,4,9.01,1,0.81
1066,322,110,5,4.5,4,8.97,0,0.78
1067,302,102,3,3.5,5,8.33,0,0.65
1068,313,102,3,2,3,8.27,0,0.64
1069,293,97,2,2,4,7.8,1,0.64
1070,311,99,2,2.5,3,7.98,0,0.65
1071,312,101,2,2.5,3.5,8.04,1,0.68
1072,334,117,5,4,4.5,9.07,1,0.89
1073,322,110,4,4,5,9.13,1,0.86
1074,323,113,4,4,4.5,9.23,1,0.89
1075,321,111,4,4,4,8.97,1,0.87
1076,320,111,4,4.5,3.5,8.87,1,0.85
1077,329,119,4,4.5,4.5,9.16,1,0.9
1078,319,110,3,3.5,3.5,9.04,0,0.82
1079,309,108,3,2.5,3,8.12,0,0.72
1080,307,102,3,3,3,8.27,0,0.73
1081,300,104,3,3.5,3,8.16,0,0.71
1082,305,107,2,2.5,2.5,8.42,0,0.71
1083,299,100,2,3,3.5,7.88,0,0.68
1084,314,110,3,4,4,8.8,0,0.75
1085,316,106,2,2.5,4,8.32,0,0.72
1086,327,113,4,4.5,4.5,9.11,1,0.89
1087,317,107,3,3.5,3,8.68,1,0.84
1088,335,118,5,4.5,3.5,9.44,1,0.93
1089,331,115,5,4.5,3.5,9.36,1,0.93
1090,324,112,5,5,5,9.08,1,0.88
1091,324,111,5,4.5,4,9.16,1,0.9
1092,323,110,5,4,5,8.98,1,0.87
1093,322,114,5,4.5,4,8.94,1,0.86
1094,336,118,5,4.5,5,9.53,1,0.94
1095,316,109,3,3.5,3,8.76,0,0.77
1096,307,107,2,3,3.5,8.52,1,0.78
1097,306,105,2,3,2.5,8.26,0,0.73
1098,310,106,2,3.5,2.5,8.33,0,0.73
1099,311,104,3,4.5,4.5,8.43,0,0.7
1100,313,107,3,4,4.5,8.69,0,0.72
1101,317,103,3,2.5,3,8.54,1,0.73
1102,315,110,2,3.5,3,8.46,1,0.72
1103,340,120,5,4.5,4.5,9.91,1,0.97
1104,334,120,5,4,5,9.87,1,0.97
1105,298,105,3,3.5,4,8.54,0,0.69
1106,295,99,2,2.5,3,7.65,0,0.57
1107,315,99,2,3.5,3,7.89,0,0.63
1108,310,102,3,3.5,4,8.02,1,0.66
1109,305,106,2,3,3,8.16,0,0.64
1110,301,104,3,3.5,4,8.12,1,0.68
1111,325,108,4,4.5,4,9.06,1,0.79
1112,328,110,4,5,4,9.14,1,0.82
1113,338,120,4,5,5,9.66,1,0.95
1114,333,119,5,5,4.5,9.78,1,0.96
1115,331,117,4,4.5,5,9.42,1,0.94
1116,330,116,5,5,4.5,9.36,1,0.93
1117,322,112,4,4.5,4.5,9.26,1,0.91
1118,321,109,4,4,4,9.13,1,0.85
1119,324,110,4,3,3.5,8.97,1,0.84
1120,312,104,3,3.5,3.5,8.42,0,0.74
1121,313,103,3,4,4,8.75,0,0.76
1122,316,110,3,3.5,4,8.56,0,0.75
1123,324,113,4,4.5,4,8.79,0,0.76
1124,308,109,2,3,4,8.45,0,0.71
1125,305,105,2,3,2,8.23,0,0.67
1126,296,99,2,2.5,2.5,8.03,0,0.61
1127,306,110,2,3.5,4,8.45,0,0.63
1128,312,110,2,3.5,3,8.53,0,0.64
1129,318,112,3,4,3.5,8.67,0,0.71
1130,324,111,4,3,3,9.01,1,0.82
1131,313,104,3,4,4.5,8.65,0,0.73
1132,319,106,3,3.5,2.5,8.33,1,0.74
1133,312,107,2,2.5,3.5,8.27,0,0.69
1134,304,100,2,2.5,3.5,8.07,0,0.64
1135,330,113,5,5,4,9.31,1,0.91
1136,326,111,5,4.5,4,9.23,1,0.88
1137,325,112,4,4,4.5,9.17,1,0.85
1138,329,114,5,4.5,5,9.19,1,0.86
1139,310,104,3,2,3.5,8.37,0,0.7
1140,299,100,1,1.5,2,7.89,0,0.59
1141,296,101,1,2.5,3,7.68,0,0.6
1142,317,103,2,2.5,2,8.15,0,0.65
1143,324,115,3,3.5,3,8.76,1,0.7
1144,325,114,3,3.5,3,9.04,1,0.76
1145,314,107,2,2.5,4,8.56,0,0.63
1146,328,110,4,4,2.5,9.02,1,0.81
1147,316,105,3,3,3.5,8.73,0,0.72
1148,311,104,2,2.5,3.5,8.48,0,0.71
1149,324,110,3,3.5,4,8.87,1,0.8
1150,321,111,3,3.5,4,8.83,1,0.77
1151,320,104,3,3,2.5,8.57,1,0.74
1152,316,99,2,2.5,3,9,0,0.7
1153,318,100,2,2.5,3.5,8.54,1,0.71
1154,335,115,4,4.5,4.5,9.68,1,0.93
1155,321,114,4,4,5,9.12,0,0.85
1156,307,110,4,4,4.5,8.37,0,0.79
1157,309,99,3,4,4,8.56,0,0.76
1158,324,100,3,4,5,8.64,1,0.78
1159,326,102,4,5,5,8.76,1,0.77
1160,331,119,4,5,4.5,9.34,1,0.9
1161,327,108,5,5,3.5,9.13,1,0.87
1162,312,104,3,3.5,4,8.09,0,0.71
1163,308,103,2,2.5,4,8.36,1,0.7
1164,324,111,3,2.5,1.5,8.79,1,0.7
1165,325,110,2,3,2.5,8.76,1,0.75
1166,313,102,3,2.5,2.5,8.68,0,0.71
